video,entry_frame,offset_to_base,entry_time,time_offset
curvecam.mp4,4113,0,73.44584066555537,0.0
curvecam2.mp4,4166,53,74.392262,0.9464210000000001
sidecam.mp4,4472,359,79.85650351538796,6.410662961096662
